,State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes),Batteries,CoalIntegratedGasificationCombinedCycle,ConventionalHydroelectric,ConventionalSteamCoal,Flywheels,Geothermal,HydroelectricPumpedStorage,LandfillGas,MunicipalSolidWaste,NaturalGasFiredCombinedCycle,NaturalGasFiredCombustionTurbine,NaturalGasInternalCombustionEngine,NaturalGasSteamTurbine,NaturalGaswithCompressedAirStorage,Nuclear,OffshoreWindTurbine,OnshoreWindTurbine,OtherGases,OtherNaturalGas,OtherWasteBiomass,PetroleumCoke,PetroleumLiquids,SolarPhotovoltaic,SolarThermalwithEnergyStorage,SolarThermalwithoutEnergyStorage,Wood/WoodWasteBiomass
432,Massachusetts,Essex,MassachusettsEssex,97,50,37,25.1,39.9,374075,40585,376475,404549,40.8,781024,2485.0,790.0,1629.0,73533,773,41.2,18.7,22.5,7.0,10.6,5.7,29.8,3,0,9,0,0,0,0,0,5,10,8,12,4,0,0,0,3,0,0,0,0,7,22,0,0,0
433,New Jersey,Essex,New JerseyEssex,127,58,39,28.0,35.5,330269,43674,381576,411979,37.5,793555,308715.0,68038.0,237981.0,57365,959,37.9,20.2,23.4,7.1,11.3,3.6,34.4,3,0,9,0,0,0,0,0,5,10,8,12,4,0,0,0,3,0,0,0,0,7,22,0,0,0
434,New York,Essex,New YorkEssex,80,47,38,34.4,26.8,15174,1344,19622,18129,47.0,37751,15185.0,7953.0,6970.0,55294,2424,32.2,23.7,22.0,11.3,10.8,6.1,21.9,3,0,9,0,0,0,0,0,5,10,8,12,4,0,0,0,3,0,0,0,0,7,22,0,0,0
435,Massachusetts,Hampden,MassachusettsHampden,99,55,39,30.7,27.1,197372,22887,226555,242561,38.9,469116,3326.0,1709.0,1532.0,52205,1036,34.2,21.1,24.0,7.6,13.0,3.6,22.6,3,0,36,0,0,0,0,4,1,7,2,0,2,0,0,0,1,0,0,0,0,10,49,0,0,0
436,Massachusetts,Hampshire,MassachusettsHampshire,84,48,35,22.6,48.3,79477,6184,75426,85733,36.3,161159,,,,64974,1932,45.7,19.2,21.4,6.6,7.1,7.4,23.2,4,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0
437,Massachusetts,Norfolk,MassachusettsNorfolk,71,43,32,19.2,53.6,348328,31733,335338,362911,40.9,698249,6790.0,2548.0,4037.0,95668,1134,52.8,14.0,21.6,5.6,6.0,4.9,33.9,2,0,0,0,0,0,0,0,0,10,4,5,0,0,0,0,0,0,1,0,0,7,19,0,0,0
438,Massachusetts,Plymouth,MassachusettsPlymouth,80,51,37,27.8,37.6,250579,26154,249126,263009,42.6,512135,36597.0,14936.0,20780.0,82081,1195,38.8,19.2,24.6,8.2,9.2,4.5,33.0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,44,0,0,0
439,Massachusetts,Suffolk,MassachusettsSuffolk,84,51,37,22.1,46.1,403388,43170,382830,408936,32.7,791766,,,,61242,825,45.5,21.9,20.4,4.9,7.3,3.1,30.7,2,0,2,0,0,0,0,0,3,6,10,8,9,0,0,0,3,0,2,1,0,51,25,0,0,0
440,New York,Suffolk,New YorkSuffolk,133,59,37,27.3,36.3,699613,64951,732269,755632,41.3,1487901,601261.0,333617.0,259463.0,92838,928,38.4,17.2,25.7,9.4,9.4,3.6,32.0,2,0,2,0,0,0,0,0,3,6,10,8,9,0,0,0,3,0,2,1,0,51,25,0,0,0
441,Massachusetts,Worcester,MassachusettsWorcester,90,52,38,27.8,36.4,394081,37924,405434,416846,40.1,822280,70642.0,21018.0,48030.0,69313,924,41.7,17.3,22.5,7.6,10.9,5.1,28.7,14,0,3,0,0,0,0,4,1,6,1,3,6,0,0,0,5,0,0,0,0,11,122,0,0,1
442,Minnesota,Anoka,MinnesotaAnoka,87,52,35,27.9,30.5,185714,12590,173811,173620,38.4,347431,210491.0,104903.0,100892.0,76796,917,36.6,15.9,24.2,9.0,14.2,4.5,28.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
443,Minnesota,Becker,MinnesotaBecker,101,46,32,31.6,25.0,17644,1173,16783,16990,41.8,33773,19418.0,12452.0,6592.0,55884,2108,32.8,17.7,18.8,13.8,16.8,7.2,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
444,Minnesota,Beltrami,MinnesotaBeltrami,73,39,23,27.8,29.2,23306,1559,22906,23211,33.7,46117,24131.0,12188.0,11426.0,45923,1753,33.7,22.0,23.4,10.3,10.6,6.1,19.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
445,Minnesota,Carlton,MinnesotaCarlton,84,42,24,32.1,22.1,16435,1280,18565,16975,40.7,35540,20361.0,9787.0,10094.0,58874,2894,31.3,23.1,19.9,9.8,16.0,4.9,22.2,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3
446,Minnesota,Cass,MinnesotaCass,75,35,17,32.3,23.2,12905,1301,14798,14224,48.9,29022,18256.0,11621.0,6342.0,50162,1142,29.2,20.1,24.3,13.2,13.2,8.0,23.8,0,0,5,0,0,0,0,4,0,3,7,0,0,0,0,0,4,0,0,0,0,6,0,0,0,2
447,Missouri,Cass,MissouriCass,105,49,36,33.9,26.3,51203,2876,50364,52314,39.8,102678,57524.0,37172.0,19035.0,65352,1520,35.3,15.1,24.8,12.0,12.8,4.5,27.9,0,0,5,0,0,0,0,4,0,3,7,0,0,0,0,0,4,0,0,0,0,6,0,0,0,2
448,Nebraska,Cass,NebraskaCass,71,32,14,29.9,27.7,12851,581,12929,12773,41.6,25702,15284.0,10121.0,4737.0,68284,2743,34.2,14.8,26.5,12.9,11.6,3.6,26.1,0,0,5,0,0,0,0,4,0,3,7,0,0,0,0,0,4,0,0,0,0,6,0,0,0,2
449,Minnesota,Dakota,MinnesotaDakota,135,52,30,20.4,42.2,227375,15019,205909,212292,37.8,418201,261107.0,109183.0,145510.0,79995,1173,42.4,15.3,24.7,6.2,11.3,5.0,24.3,0,0,5,0,0,0,0,3,0,2,7,0,0,0,0,0,1,0,0,0,0,22,50,0,0,0
450,Minnesota,Goodhue,MinnesotaGoodhue,87,46,35,32.8,26.0,25099,1560,23093,23124,42.5,46217,28566.0,16052.0,11805.0,62431,3013,35.9,17.8,20.1,10.6,15.6,5.2,24.1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,3,21,0,0,0
451,Minnesota,Hennepin,MinnesotaHennepin,156,57,38,16.4,50.1,663738,46532,610530,624948,36.4,1235478,753159.0,205966.0,532608.0,71154,620,48.5,15.3,22.6,4.5,9.1,5.6,23.4,0,0,21,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0
452,Minnesota,Lyon,MinnesotaLyon,80,48,32,31.7,26.1,13719,645,12788,13051,35.5,25839,12889.0,7979.0,4630.0,54181,2200,35.4,15.8,20.4,11.0,17.4,5.7,15.2,0,0,4,0,0,6,0,0,0,0,7,0,2,0,0,0,7,0,0,0,0,3,6,0,0,0
453,Nevada,Lyon,NevadaLyon,331,59,38,32.8,14.4,21077,1968,26757,26398,44.1,53155,29392.0,20302.0,8264.0,50920,1612,25.1,20.6,23.5,13.4,17.4,3.1,29.6,0,0,4,0,0,6,0,0,0,0,7,0,2,0,0,0,7,0,0,0,0,3,6,0,0,0
454,Minnesota,Olmsted,MinnesotaOlmsted,111,52,35,19.9,44.9,86093,4937,74836,78229,37.2,153065,91086.0,39692.0,49492.0,72337,1659,49.6,15.8,19.3,6.4,8.8,4.1,17.5,0,0,0,0,0,0,0,0,3,0,3,7,4,0,0,0,0,0,0,2,0,12,7,0,0,0
455,Minnesota,Ramsey,MinnesotaRamsey,160,54,30,20.9,42.3,270117,20064,263843,277650,34.9,541493,294513.0,77324.0,211362.0,60301,638,43.6,17.6,22.3,5.0,11.5,5.5,23.9,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
456,Minnesota,Stearns,MinnesotaStearns,80,47,33,28.0,27.5,85650,5213,78931,77888,34.3,156819,84647.0,50960.0,31883.0,59564,1137,32.7,17.9,24.0,8.8,16.6,5.8,20.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,51,0,0,0
457,Minnesota,Winona,MinnesotaWinona,52,27,16,27.2,30.1,26800,1393,25191,25656,34.8,50847,27108.0,13227.0,13333.0,53975,3093,35.1,18.7,21.1,7.3,17.7,4.4,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0
458,Minnesota,Wright,MinnesotaWright,112,51,34,29.4,29.6,71523,4198,66913,65832,36.6,132745,86535.0,53565.0,30854.0,77953,2430,34.0,14.1,25.1,11.4,15.3,4.7,30.0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,9,25,0,0,0
459,Mississippi,DeSoto,MississippiDeSoto,100,54,37,29.2,25.0,85029,5469,85174,90958,36.7,176132,75013.0,45788.0,27733.0,62595,1212,32.7,15.1,26.0,10.4,15.8,2.1,24.9,1,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
460,Mississippi,Forrest,MississippiForrest,97,59,36,27.2,27.8,30328,2655,35944,39573,32.4,75517,26540.0,15326.0,10603.0,39555,2944,34.0,17.2,26.2,9.3,13.4,1.2,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461,Mississippi,Hinds,MississippiHinds,114,62,44,25.0,29.0,94636,9755,112877,128897,34.4,241774,81811.0,21242.0,59192.0,41011,1112,32.2,22.2,23.5,7.7,14.4,2.1,22.8,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Mississippi,Lauderdale,MississippiLauderdale,50,42,31,27.5,19.7,27416,2222,37617,39706,37.8,77323,30811.0,17812.0,12668.0,41340,2452,34.0,16.9,25.6,10.8,12.6,1.2,19.8,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
463,Missouri,Buchanan,MissouriBuchanan,126,53,33,37.8,21.1,41667,2160,44691,44385,37.4,89076,36713.0,22450.0,13445.0,48652,1906,28.0,19.5,23.5,8.1,21.0,2.3,17.4,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0
464,Missouri,Callaway,MissouriCallaway,87,45,35,36.1,23.1,20410,956,22874,21966,38.6,44840,21178.0,14812.0,5868.0,53180,2865,31.9,18.5,23.9,11.6,14.2,3.5,23.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
465,Missouri,Cedar,MissouriCedar,99,50,36,41.2,13.6,5478,256,6961,6977,44.3,13938,7039.0,5786.0,1143.0,35930,3245,29.0,21.8,19.7,14.2,15.3,3.8,25.5,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,5,1,0,0,0
466,Missouri,Clay,MissouriClay,101,55,35,28.4,33.2,128194,8374,117296,121868,37.1,239164,126618.0,64583.0,59519.0,65675,1019,37.0,16.6,25.4,7.2,13.8,5.1,23.1,0,0,11,2,0,0,0,0,0,0,5,6,3,0,0,0,6,0,0,0,0,23,7,0,0,0
467,Missouri,Iron,MissouriIron,100,47,17,41.4,10.8,3254,246,5029,5192,45.4,10221,4592.0,3596.0,945.0,36457,1532,18.9,26.1,21.8,13.2,20.2,3.0,28.2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
468,Utah,Iron,UtahIron,86,50,40,23.6,29.8,23879,1115,24834,24857,29.1,49691,23731.0,18113.0,4673.0,45422,3795,31.5,19.1,26.2,10.5,12.7,3.5,17.4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
469,Missouri,Jasper,MissouriJasper,82,52,35,33.6,23.6,52968,3186,58223,61015,36.0,119238,52515.0,37714.0,13539.0,45328,1810,30.3,17.7,24.3,9.8,17.9,3.8,17.7,0,0,10,5,0,0,0,0,0,7,7,13,0,0,0,0,0,0,0,2,0,5,5,0,0,3
470,Missouri,Lincoln,MissouriLincoln,108,48,37,42.3,16.8,26926,1797,27526,28037,37.0,55563,28814.0,21702.0,6553.0,58603,3325,25.6,16.0,23.3,14.7,20.4,3.0,33.1,0,0,44,4,0,0,0,0,0,0,22,0,4,0,0,0,29,0,0,0,0,7,3,0,0,2
471,Montana,Lincoln,MontanaLincoln,327,71,40,37.3,19.6,7278,819,9678,9680,52.6,19358,11564.0,8516.0,2812.0,36934,2050,28.9,22.9,20.6,16.6,11.0,3.6,16.8,0,0,44,4,0,0,0,0,0,0,22,0,4,0,0,0,29,0,0,0,0,7,3,0,0,2
472,New Mexico,Lincoln,New MexicoLincoln,51,29,13,29.9,25.8,8154,789,9228,10254,51.0,19482,10306.0,6942.0,3194.0,42145,4891,28.1,25.0,25.8,11.4,9.8,7.6,21.1,0,0,44,4,0,0,0,0,0,0,22,0,4,0,0,0,29,0,0,0,0,7,3,0,0,2
473,North Carolina,Lincoln,North CarolinaLincoln,71,45,35,31.1,23.0,40410,2852,40372,41069,43.2,81441,49850.0,36167.0,13178.0,50782,1291,29.4,15.5,24.9,11.7,18.4,4.2,30.0,0,0,44,4,0,0,0,0,0,0,22,0,4,0,0,0,29,0,0,0,0,7,3,0,0,2
474,Wyoming,Lincoln,WyomingLincoln,71,34,15,31.8,23.7,8907,466,9695,9316,39.3,19011,10468.0,8643.0,1509.0,63756,4307,31.2,16.2,19.5,21.0,12.1,4.5,26.2,0,0,44,4,0,0,0,0,0,0,22,0,4,0,0,0,29,0,0,0,0,7,3,0,0,2
475,Missouri,Stoddard,MissouriStoddard,62,36,18,41.5,13.3,12450,788,14365,15147,41.4,29512,13410.0,11460.0,1814.0,40076,2013,26.5,15.7,24.0,12.3,21.5,2.8,22.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Missouri,Taney,MissouriTaney,57,35,17,33.6,19.9,22866,3393,26504,28216,42.1,54720,26240.0,20426.0,5325.0,39661,1576,27.3,24.9,30.4,8.7,8.7,4.9,21.2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Montana,Cascade,MontanaCascade,115,44,18,32.8,25.7,35561,2236,41269,40477,38.2,81746,39688.0,23199.0,15384.0,46827,1361,35.6,19.9,23.5,11.6,9.3,3.4,15.3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
478,Montana,Flathead,MontanaFlathead,190,56,35,29.4,31.0,45499,3858,48823,49259,42.1,98082,60132.0,38233.0,20238.0,51410,1582,34.0,18.3,26.1,12.0,9.6,5.8,19.1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
479,Montana,Phillips,MontanaPhillips,140,64,35,39.5,17.2,1798,93,2101,2023,47.2,4124,2384.0,1936.0,414.0,42101,6369,33.4,14.9,21.9,19.6,10.2,9.4,19.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Montana,Richland,MontanaRichland,68,46,36,35.2,18.9,5556,382,5740,5620,38.9,11360,5789.0,4792.0,874.0,66572,3801,28.2,13.4,23.3,21.7,13.4,4.2,16.0,0,0,7,5,0,0,0,3,0,0,6,2,0,0,0,0,0,0,0,2,0,6,1,0,0,2
481,South Carolina,Richland,South CarolinaRichland,117,49,35,22.5,39.1,188057,11661,197835,210428,33.2,408263,193822.0,58313.0,132570.0,52082,875,38.9,18.9,26.5,5.5,10.3,3.2,21.4,0,0,7,5,0,0,0,3,0,0,6,2,0,0,0,0,0,0,0,2,0,6,1,0,0,2
482,Montana,Roosevelt,MontanaRoosevelt,55,26,9,31.6,17.4,4185,266,5559,5669,30.3,11228,4015.0,1991.0,1902.0,39219,3802,29.3,25.3,19.6,13.6,12.2,4.6,14.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
483,Montana,Rosebud,MontanaRosebud,153,48,37,30.7,17.8,3530,212,4608,4642,36.4,9250,3782.0,2485.0,1199.0,54709,4136,33.5,22.7,12.1,20.3,11.5,6.9,12.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Montana,Sanders,MontanaSanders,236,51,23,41.9,17.9,4691,395,5935,5586,53.2,11521,7651.0,5660.0,1819.0,36445,4172,29.3,21.2,20.0,15.9,13.6,17.3,19.3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Montana,Sheridan,MontanaSheridan,53,20,10,32.1,23.9,1684,85,1794,1780,44.9,3574,2029.0,1402.0,574.0,51940,5667,36.2,18.8,22.0,14.6,8.3,8.4,14.6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Wyoming,Sheridan,WyomingSheridan,100,47,39,25.6,31.0,15409,801,14852,15160,42.1,30012,16428.0,11843.0,4043.0,56455,2977,41.1,17.5,20.2,12.1,9.2,5.6,16.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Montana,Yellowstone,MontanaYellowstone,160,48,23,30.2,32.1,78676,4527,77773,80043,38.2,157816,81774.0,49548.0,29936.0,57955,1142,34.0,19.0,23.4,12.2,11.4,4.0,18.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
488,Nebraska,Lancaster,NebraskaLancaster,74,45,30,21.5,39.5,169507,7499,155699,154395,33.3,310094,153687.0,68952.0,81131.0,55747,936,40.0,17.1,23.9,7.7,11.3,3.3,18.8,0,0,31,3,0,0,8,10,1,3,5,1,0,0,0,0,4,0,0,0,0,3,6,0,0,0
489,Pennsylvania,Lancaster,PennsylvaniaLancaster,153,62,43,35.3,27.3,260618,21118,263680,274667,38.6,538347,280485.0,159902.0,115294.0,61492,650,33.3,16.0,23.0,10.6,17.0,5.0,23.1,0,0,31,3,0,0,8,10,1,3,5,1,0,0,0,0,4,0,0,0,0,3,6,0,0,0
490,Nebraska,Sarpy,NebraskaSarpy,149,52,29,21.7,39.8,92833,3943,89176,89175,34.4,178351,95409.0,51518.0,41029.0,75752,1666,43.0,15.2,24.1,8.6,9.1,3.3,20.6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
491,Nebraska,Thomas,NebraskaThomas,71,29,11,22.8,24.7,403,17,321,324,41.1,645,427.0,377.0,45.0,53173,5046,41.8,9.9,19.5,20.1,8.8,16.8,14.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,6,2,0,0,0
492,Nevada,Churchill,NevadaChurchill,147,50,40,31.6,18.8,10451,623,12138,11872,39.5,24010,12503.0,9088.0,2966.0,46914,3854,30.3,20.3,20.0,16.0,13.4,3.2,20.1,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
493,Nevada,Elko,NevadaElko,154,47,18,32.8,16.6,25264,1527,27199,25053,33.9,52252,21081.0,16057.0,4381.0,76178,4026,25.8,20.2,20.7,21.6,11.6,4.4,31.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Nevada,Nye,NevadaNye,200,40,21,38.9,10.7,15889,1707,22243,21462,52.7,43705,24021.0,16575.0,6950.0,44225,3588,24.3,23.2,24.0,15.6,12.9,5.1,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
495,Nevada,Washoe,NevadaWashoe,240,85,46,23.5,30.8,234544,19734,226751,223735,38.1,450486,247823.0,114600.0,126089.0,58595,1146,33.8,20.9,25.7,8.0,11.5,4.3,21.4,0,0,4,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
496,New Jersey,Atlantic,New JerseyAtlantic,90,47,34,32.0,28.1,99546,21491,130026,138513,41.5,268539,131980.0,60957.0,68978.0,57514,1710,31.0,29.3,23.1,8.2,8.4,2.5,24.2,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0
497,New Jersey,Bergen,New JerseyBergen,119,58,39,22.7,49.3,432189,45703,450784,479215,41.8,929999,448647.0,182831.0,259358.0,91572,1122,47.9,13.5,24.3,6.3,8.0,4.7,32.3,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,2,7,0,0,0
498,New Jersey,Camden,New JerseyCamden,87,58,40,29.5,32.5,230287,25761,245068,262299,38.7,507367,243151.0,78600.0,160606.0,65037,975,39.3,17.9,25.2,6.8,10.8,3.4,28.3,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,12,23,0,0,0
499,New Jersey,Gloucester,New JerseyGloucester,101,49,36,32.0,33.0,137052,14028,141229,149623,40.3,290852,168093.0,80700.0,84120.0,81489,1248,41.7,14.9,24.9,8.4,10.1,3.3,29.9,0,0,0,1,0,0,0,0,1,7,2,0,0,0,0,0,0,2,0,0,1,0,11,0,0,0
500,New Jersey,Hudson,New JerseyHudson,90,54,37,25.1,42.3,322277,38221,332268,336363,35.1,668631,213606.0,53435.0,157349.0,62681,990,39.9,18.1,22.4,5.9,13.6,2.9,35.7,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,3,0,0,0,19,0,0,0
501,New Jersey,Hunterdon,New JerseyHunterdon,85,52,38,21.0,52.7,58730,4565,62447,62604,46.2,125051,78998.0,39751.0,37419.0,110969,2182,51.7,12.9,23.2,6.7,5.5,8.7,33.9,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
502,New Jersey,Mercer,New JerseyMercer,112,54,38,24.6,42.6,190150,15255,180369,188393,38.7,368762,158252.0,45926.0,109514.0,77027,1571,44.7,17.2,22.5,6.1,9.4,5.0,28.3,1,0,11,6,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,2,22,0,0,0
503,Pennsylvania,Mercer,PennsylvaniaMercer,105,54,38,43.0,22.8,43397,4651,55546,57084,44.6,112630,56420.0,35282.0,20426.0,47340,1186,30.6,21.2,22.8,8.4,17.1,4.9,20.8,1,0,11,6,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,2,22,0,0,0
504,New Jersey,Monmouth,New JerseyMonmouth,93,48,37,23.4,46.0,298748,28964,303154,320233,43.2,623387,359716.0,182304.0,172458.0,91807,1342,44.6,15.5,24.8,7.6,7.5,5.2,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
505,New Jersey,Morris,New JerseyMorris,84,47,35,20.1,54.1,232958,19630,242484,251899,42.6,494383,208041.0,92302.0,112331.0,107034,1215,51.0,12.9,23.9,5.3,6.9,5.6,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
506,New Jersey,Ocean,New JerseyOcean,84,48,35,34.0,30.0,252016,26397,285371,306568,42.9,591939,322036.0,203613.0,113359.0,65771,928,35.1,18.9,27.7,9.8,8.4,4.8,30.7,1,0,0,0,0,0,0,12,0,3,4,0,0,0,0,0,0,0,0,3,0,7,8,0,0,0
507,New Jersey,Passaic,New JerseyPassaic,100,47,36,34.5,28.2,214293,30894,245463,258578,37.0,504041,195726.0,80593.0,112287.0,63339,1461,32.3,17.2,24.2,7.8,18.4,3.2,27.6,0,0,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,0,0,0
508,New Mexico,Bernalillo,New MexicoBernalillo,214,77,54,23.2,34.4,303820,26825,332271,345421,37.3,677692,315332.0,115674.0,192042.0,50386,670,40.2,19.9,23.9,8.3,7.7,4.4,21.9,1,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,2,0,0,9,0,0,0
509,New Mexico,Chaves,New MexicoChaves,75,39,19,27.7,18.0,25832,2274,32600,32859,35.6,65459,22443.0,15656.0,6381.0,42177,2361,28.3,21.5,23.6,14.3,12.3,3.9,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
510,New Mexico,Eddy,New MexicoEddy,115,80,46,36.6,16.2,31384,2316,28989,28448,35.3,57437,23222.0,17454.0,5424.0,60703,3524,26.4,17.2,23.4,18.8,14.2,1.8,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
511,New Mexico,Lea,New MexicoLea,76,50,39,31.5,13.6,26281,3264,36137,33989,31.7,70126,20918.0,16531.0,4061.0,59285,2560,25.0,15.2,21.9,20.1,17.7,2.1,20.4,0,0,0,0,0,0,0,0,0,3,5,5,3,0,0,0,2,0,0,0,0,0,5,0,0,0
512,New Mexico,Luna,New MexicoLuna,360,40,19,34.4,12.5,8727,1645,12020,12244,37.8,24264,8104.0,4407.0,3565.0,27602,1859,21.7,24.1,21.9,15.6,16.7,4.5,17.8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0
513,New Mexico,Sandoval,New MexicoSandoval,119,61,44,25.5,30.5,60627,5698,68955,71814,39.9,140769,76562.0,34174.0,40588.0,60345,1942,39.7,17.8,25.6,9.4,7.5,5.7,28.4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,0,0
514,New Mexico,Taos,New MexicoTaos,64,43,20,28.2,28.7,13238,1729,16076,16812,48.2,32888,17035.0,3663.0,13030.0,35314,2651,34.7,26.9,22.3,11.0,5.1,12.2,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
515,New Mexico,Valencia,New MexicoValencia,105,61,44,33.0,18.5,27681,2486,38130,37826,39.1,75956,32274.0,17362.0,14262.0,43428,2047,27.6,21.4,23.2,15.8,12.0,5.0,28.8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
516,New York,Albany,New YorkAlbany,143,55,38,23.0,41.8,146027,11299,148910,158516,37.9,307426,121529.0,45570.0,73189.0,62293,1234,44.7,17.3,25.1,5.5,7.5,3.5,20.4,0,0,14,0,0,0,0,9,0,9,1,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0
517,Wyoming,Albany,WyomingAlbany,177,71,46,14.7,51.8,18946,780,19916,18186,27.3,38102,18617.0,8579.0,9092.0,45816,1840,42.1,20.8,19.2,10.1,7.8,4.7,12.7,0,0,14,0,0,0,0,9,0,9,1,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0
